SoC;Tensao
85.99211185849012; 3.150993063939587
86.64571277565597; 3.150993063939587
87.29931369282181; 3.149453971710913
87.95291460998766; 3.148222697927974
88.60651552715353; 3.146067968807831
89.26011644431938; 3.1445288765791566
89.91371736148523; 3.1405272367846044
90.56731827865107; 3.138064689218726
91.22091919581692; 3.1325239571954997
91.88489473071556; 3.1157991549772435
92.51774641241585; 3.0947306924691733
93.05722653452099; 3.0734228156144208
93.60189396549254; 3.051875524412986
94.0500774515491; 3.028604449915436
94.58229534124132; 3.002496315409697
95.12554805161292; 2.9745011605532867
95.60938249678765; 2.945000960053868
96.06586567703047; 2.9125363746437056
96.46010115087654; 2.87837992785032
96.90620971338657; 2.844542700185844
97.25505623465168; 2.8062364047166257
97.39678092332284; 2.7770962585203995
97.70357319056393; 2.7499056291471597
97.9320000417163; 2.7149297582505447
98.21341154771827; 2.675995000121285
98.30548628009677; 2.6384368744854503
98.55058662403397; 2.591661296502335
98.74900118817362; 2.5436287931991357
98.8773870826169; 2.504420418673667
98.8773870826169; 2.4764397219563756
99.15750176140227; 2.437346779348057
99.20418754119984; 2.408150199770113
99.34424488059253; 2.372417608527733
99.43761644018764; 2.336505456525341
99.43761644018764; 2.3128034362037626
99.62435955937787; 2.2847919576418967
99.717731118973; 1.9939035264225233
